1EO8,0.0,90.62,100.0,9.38,44.4069,0.13,100.0,81.25,0.0,18.75,46.2115,0.13
5KVE,37.5,60.87,62.5,39.13,16.6645,0.26,75.0,26.09,25.0,73.91,12.567,0.41
1BQL,0.0,62.5,100.0,37.5,20.2062,0.22,0.0,87.5,100.0,12.5,21.8195,0
5UGY,0.0,81.25,100.0,18.75,77.9714,0,0.0,84.38,100.0,15.62,76.9459,0.04
5DUR,36.84,57.14,63.16,42.86,21.5854,0.09,36.84,71.43,63.16,28.57,16.8823,0.47
4HWB,52.38,64.0,47.62,36.0,21.5668,0.17,90.48,48.0,9.52,52.0,22.7391,0.04
4U6V,0.0,76.67,100.0,23.33,39.4554,0,81.25,63.33,18.75,36.67,13.5379,0.57
3GRW,33.33,55.17,66.67,44.83,36.6313,0.29,66.67,51.72,33.33,48.28,38.8182,0.03
5LQB,100.0,70.83,0.0,29.17,24.6511,0.4,93.75,45.83,6.25,54.17,19.9883,0.4
3S35,100.0,62.5,0.0,37.5,27.9516,0.33,100.0,25.0,0.0,75.0,30.4716,0
1RJL,100.0,58.33,0.0,41.67,20.3689,0.43,0.0,79.17,100.0,20.83,18.7926,0
3B9K,21.05,62.5,78.95,37.5,12.1195,0.28,100.0,29.17,0.0,70.83,16.5489,0
4OT1,38.46,70.83,61.54,29.17,18.6437,0.27,30.77,75.0,69.23,25.0,16.2106,0.16
1JRH,100.0,65.22,0.0,34.78,30.3999,0.26,100.0,43.48,0.0,56.52,18.9624,0.37
4F15,100.0,79.31,0.0,20.69,54.8158,0.05,100.0,51.72,0.0,48.28,33.711,0
2VDK,89.47,44.12,10.53,55.88,28.7377,0.19,10.53,100.0,89.47,0.0,28.4045,0
