,ispred_fscore,ispred_mcc,sppider_fscore,sppider_mcc,dockpred_fscore,dockpred_mcc,logisticregresion_fscore,logisticregresion_mcc,linearregression_fscore,linearregression_mcc,randomforest_fscore,randomforest_mcc,xgboost_fscore,xgboost_mcc
5DUM,0.16326530612244897,0.037475762044797314,0.04081632653061224,-0.10540058075099244,0.04081632653061224,-0.10540058075099244,0.04081632653061224,-0.10540058075099244,0.04081632653061224,-0.10540058075099244,0.04081632653061224,-0.10540058075099244,0.08163265306122448,-0.05777513315239586
4ZPT,0.3913043478260869,0.28997385096289335,0.043478260869565216,-0.12255245895198495,0.2173913043478261,0.08371069600545421,0.2173913043478261,0.08371069600545421,0.2173913043478261,0.08371069600545421,0.17391304347826086,0.03214490726609441,0.3043478260869565,0.1868422734841738
1NSN,0.04761904761904762,-0.025549350288273976,0.0,-0.08162800897185837,0.1904761904761905,0.14268662576247923,0.09523809523809525,0.03052930839531043,0.1904761904761905,0.14268662576247923,0.1904761904761905,0.14268662576247923,0.1904761904761905,0.14268662576247923
3HI6,0.05555555555555555,-0.13135173437318343,0.0,-0.20140599270554793,0.0,-0.20140599270554793,0.0,-0.20140599270554793,0.0,-0.20140599270554793,0.0,-0.20140599270554793,0.1111111111111111,-0.061297476040818935
4XWG,0.0,-0.05020770154043368,0.0,-0.05020770154043368,0.25,0.23188030579858185,0.14285714285714285,0.11098544551043234,0.14285714285714285,0.11098544551043234,0.17857142857142858,0.15128373227314884,0.10714285714285714,0.07068715874771583
1BQL,0.12121212121212123,-0.07070770835397146,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.12121212121212123,-0.07070770835397146
5KVG,0.20895522388059704,0.12339864247977197,0.08955223880597014,-0.009104766399606409,0.14925373134328357,0.057146938040082786,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.11940298507462688,0.024021085820238187
4FFY,0.16216216216216214,-0.06564735651623611,0.05405405405405406,-0.2070416628588985,0.05405405405405406,-0.2070416628588985,0.05405405405405406,-0.2070416628588985,0.05405405405405406,-0.2070416628588985,0.05405405405405406,-0.2070416628588985,0.10810810810810811,-0.1363445096875673
4HKX,0.45,0.38988207292035704,0.45,0.38988207292035704,0.65,0.6274363329786556,0.6,0.5680477679640811,0.5499999999999999,0.5086592029495064,0.5499999999999999,0.5086592029495064,0.5499999999999999,0.5086592029495064
1MLC,0.2325581395348837,0.19752356670810386,0.09302325581395349,0.03278891207354524,0.2325581395348837,0.19752356670810386,0.2325581395348837,0.19752356670810386,0.2325581395348837,0.19752356670810386,0.2325581395348837,0.19752356670810386,0.2325581395348837,0.19752356670810386
4YDK,0.0,-0.07302141642648395,0.0,-0.07302141642648395,0.08695652173913043,0.029012973490879786,0.0,-0.07302141642648395,0.0,-0.07302141642648395,0.0,-0.07302141642648395,0.0,-0.07302141642648395
4DTG,0.2380952380952381,0.13311729889340773,0.4285714285714286,0.3596692330534621,0.04761904761904762,-0.09343463526664662,0.2857142857142857,0.18975528243342132,0.2380952380952381,0.13311729889340773,0.09523809523809525,-0.03679665172663303,0.09523809523809525,-0.03679665172663303
1TPX,0.1724137931034483,0.04675934284166817,0.2413793103448276,0.12619606427152916,0.034482758620689655,-0.1121141000180538,0.13793103448275862,0.007040982126737678,0.13793103448275862,0.007040982126737678,0.06896551724137931,-0.0723957393031233,0.10344827586206896,-0.032677378588192814
4LSU,0.12765957446808512,-0.004182579118176497,0.0851063829787234,-0.05353701271265916,0.1702127659574468,0.045171854476306166,0.0851063829787234,-0.05353701271265916,0.0851063829787234,-0.05353701271265916,0.0851063829787234,-0.05353701271265916,0.0851063829787234,-0.05353701271265916
5BV7,0.21621621621621623,0.0793409835469756,0.05405405405405406,-0.12520998966007085,0.05405405405405406,-0.12520998966007085,0.05405405405405406,-0.12520998966007085,0.05405405405405406,-0.12520998966007085,0.05405405405405406,-0.12520998966007085,0.05405405405405406,-0.12520998966007085
1C08,0.0,-0.12342269087068901,0.08163265306122448,-0.030645770182177883,0.0,-0.12342269087068901,0.0,-0.12342269087068901,0.0,-0.12342269087068901,0.12244897959183672,0.015742690162077678,0.04081632653061224,-0.07703423052643345
2OZ4,0.41666666666666663,0.35400813940190123,0.2916666666666667,0.21176123247859183,0.0,-0.12014821700913011,0.20833333333333331,0.11692996119638556,0.20833333333333331,0.11692996119638556,0.08333333333333333,-0.025316945726923844,0.08333333333333333,-0.025316945726923844
5LQB,0.04878048780487805,-0.01101825344672042,0.0,-0.07267358656347511,0.0,-0.07267358656347511,0.0,-0.07267358656347511,0.0,-0.07267358656347511,0.14634146341463414,0.11229241278678896,0.0975609756097561,0.050637079670034266
5TZU,0.4782608695652174,0.4455450819069089,0.17391304347826086,0.09657648545079534,0.4347826086956522,0.3956924252703213,0.391304347826087,0.3458397686337336,0.391304347826087,0.3458397686337336,0.4347826086956522,0.3956924252703213,0.34782608695652173,0.29598711199714595
4OT1,0.21875,0.13651315789473684,0.09375,-0.001644736842105263,0.0,-0.10526315789473684,0.0625,-0.03618421052631579,0.0625,-0.03618421052631579,0.09375,-0.001644736842105263,0.0625,-0.03618421052631579
5DUR,0.32432432432432434,0.22450662753346864,0.10810810810810811,-0.04490132550669373,0.48648648648648646,0.4265625923135904,0.43243243243243246,0.3592106040535498,0.43243243243243246,0.3592106040535498,0.32432432432432434,0.22450662753346864,0.2702702702702703,0.15715463927342804
5MES,0.08695652173913043,0.028096939858067372,0.08695652173913043,0.028096939858067372,0.0,-0.07404370033184814,0.0,-0.07404370033184814,0.0,-0.07404370033184814,0.0,-0.07404370033184814,0.0,-0.07404370033184814
3LD8,0.0,-0.08267045122283781,0.0,-0.08267045122283781,0.25531914893617014,0.21034296258713975,0.0425531914893617,-0.03383488225450822,0.0425531914893617,-0.03383488225450822,0.0851063829787234,0.015000686713821376,0.0851063829787234,0.015000686713821376
4LU5,0.05405405405405406,0.07688609183497809,0.05405405405405406,0.07688609183497809,0.0,-0.027136267706462856,0.05405405405405406,0.07688609183497809,0.05405405405405406,0.07688609183497809,0.0,-0.027136267706462856,0.05405405405405406,0.07688609183497809
5FHX,0.2926829268292683,0.24731360893412468,0.3414634146341463,0.30550504633038933,0.4390243902439025,0.4218879211229186,0.48780487804878053,0.4800793585191832,0.48780487804878053,0.4800793585191832,0.4390243902439025,0.4218879211229186,0.4390243902439025,0.4218879211229186
4CMH,0.0,-0.06711479718694872,0.36,0.33988081783978846,0.48000000000000004,0.47554602284870084,0.39999999999999997,0.38510255284275924,0.44,0.43032428784573,0.39999999999999997,0.38510255284275924,0.36,0.33988081783978846
3PNW,0.68,0.6427532777984123,0.08,-0.044724823325965994,0.56,0.5052576575735366,0.56,0.5052576575735366,0.4799999999999999,0.41359391075695284,0.32,0.23026641712378532,0.23999999999999996,0.13860267030720155
4BZ2,0.6938775510204083,0.6624363686764674,0.0,-0.13289409238545302,0.6122448979591837,0.5688680791397709,0.5306122448979592,0.4752997896030744,0.48979591836734687,0.4285156448347261,0.32653061224489793,0.24137906576133306,0.24489795918367344,0.14781077622463654
4JPK,0.20689655172413793,0.1351368462262072,0.0,-0.0921588984100036,0.10344827586206896,0.0214889739081018,0.034482758620689655,-0.05427627430396847,0.034482758620689655,-0.05427627430396847,0.0,-0.0921588984100036,0.06896551724137931,-0.016393650197933332
2UZI,0.1846153846153846,0.09903011712403387,0.06153846153846154,-0.03698715217885602,0.12307692307692308,0.031021482472588922,0.06153846153846154,-0.03698715217885602,0.06153846153846154,-0.03698715217885602,0.06153846153846154,-0.03698715217885602,0.0923076923076923,-0.00298283485313355
5CBA,0.2,0.1463529726739614,0.05,-0.03433665897350633,0.0,-0.0945665361893289,0.0,-0.0945665361893289,0.0,-0.0945665361893289,0.0,-0.0945665361893289,0.05,-0.03433665897350633
4OII,0.20408163265306123,0.06607294930380068,0.08163265306122448,-0.07800683001505984,0.4897959183673469,0.4022591010478086,0.40816326530612246,0.3062059148352349,0.40816326530612246,0.3062059148352349,0.44897959183673475,0.3542325079415217,0.36734693877551017,0.2581793217289481
3NGB,0.2978723404255319,0.1842181111847333,0.3404255319148936,0.23412942209685317,0.1702127659574468,0.03448417844837372,0.25531914893617025,0.13430680027261344,0.25531914893617025,0.13430680027261344,0.1702127659574468,0.03448417844837372,0.0851063829787234,-0.065338443375866
4ETQ,0.22727272727272727,0.1504512612462322,0.3181818181818182,0.25617376914899,0.5,0.4676187849545055,0.45454545454545453,0.41475753100312657,0.45454545454545453,0.41475753100312657,0.40909090909090917,0.3618962770517477,0.45454545454545453,0.41475753100312657
4Z5R,0.2608695652173913,0.13813853559321249,0.2173913043478261,0.08674576287251494,0.0,-0.17021810073097274,0.17391304347826086,0.035352990151817414,0.13043478260869565,-0.016039782568880123,0.08695652173913043,-0.06743255528957766,0.08695652173913043,-0.06743255528957766
3ZKM,0.17391304347826086,0.08463734722283683,0.08695652173913043,-0.016450639319368285,0.3043478260869565,0.2362693270361445,0.17391304347826086,0.08463734722283683,0.2173913043478261,0.1351813404939394,0.2173913043478261,0.1351813404939394,0.17391304347826086,0.08463734722283683
5K9K,0.08333333333333333,0.019813177745634063,0.041666666666666664,-0.02794545219346894,0.2916666666666667,0.2586063274411491,0.08333333333333333,0.019813177745634063,0.08333333333333333,0.019813177745634063,0.16666666666666666,0.11533043762384007,0.2916666666666667,0.2586063274411491
4DGI,0.21739130434782608,0.18933263864848926,0.08695652173913043,0.03781009475245538,0.0,-0.06320493451156721,0.043478260869565216,-0.012697419879555912,0.043478260869565216,-0.012697419879555912,0.043478260869565216,-0.012697419879555912,0.043478260869565216,-0.012697419879555912
3NH7,0.07142857142857144,-0.00031115489868022313,0.0,-0.07872218936609644,0.0,-0.07872218936609644,0.0,-0.07872218936609644,0.0,-0.07872218936609644,0.0,-0.07872218936609644,0.07142857142857144,-0.00031115489868022313
4HCR,0.1875,0.1662687904093206,0.1875,0.1662687904093206,0.25,0.25771662513444693,0.1875,0.1662687904093206,0.1875,0.1662687904093206,0.1875,0.1662687904093206,0.125,0.07482095568419428
5MVZ,0.3404255319148936,0.18160378119664858,0.3404255319148936,0.18160378119664858,0.6382978723404256,0.551359556854248,0.5106382978723404,0.39289279585813397,0.5531914893617021,0.4457150495235053,0.5106382978723404,0.39289279585813397,0.5106382978723404,0.39289279585813397
5KW9,0.1111111111111111,-0.1363014238341136,0.1111111111111111,-0.1363014238341136,0.05555555555555555,-0.20997786914985067,0.05555555555555555,-0.20997786914985067,0.05555555555555555,-0.20997786914985067,0.1111111111111111,-0.1363014238341136,0.1111111111111111,-0.1363014238341136
5SY8,0.2790697674418604,0.23528241186628726,0.1395348837209302,0.07171588900155101,0.32558139534883723,0.28980458615453264,0.37209302325581395,0.34432676044277805,0.32558139534883723,0.28980458615453264,0.32558139534883723,0.28980458615453264,0.1395348837209302,0.07171588900155101
5KJR,0.4102564102564102,0.31601924350974814,0.25641025641025644,0.12734328069060574,0.5128205128205129,0.4418032187225097,0.4615384615384615,0.3789112311161289,0.4615384615384615,0.3789112311161289,0.4615384615384615,0.3789112311161289,0.4615384615384615,0.3789112311161289
5T5F,0.3636363636363637,0.24725725372065468,0.3181818181818182,0.19175052329356893,0.5454545454545455,0.46928417542899764,0.4545454545454546,0.3582707145748262,0.4545454545454546,0.3582707145748262,0.3181818181818182,0.19175052329356893,0.3181818181818182,0.19175052329356893
5DHV,0.375,0.31711968064668916,0.5,0.4592289375364867,0.0,-0.10920809002270357,0.4166666666666667,0.36448943294328834,0.4166666666666667,0.36448943294328834,0.375,0.31711968064668916,0.20833333333333334,0.12764067146029237
1LK3,0.41176470588235287,0.1972709783922585,0.47058823529411764,0.28329892385655164,0.35294117647058826,0.11124303292796531,0.588235294117647,0.455354814785138,0.588235294117647,0.455354814785138,0.41176470588235287,0.1972709783922585,0.41176470588235287,0.1972709783922585
5JQ6,0.044444444444444446,-0.0633050523480374,0.0,-0.11457492364131483,0.044444444444444446,-0.0633050523480374,0.0,-0.11457492364131483,0.044444444444444446,-0.0633050523480374,0.0,-0.11457492364131483,0.044444444444444446,-0.0633050523480374
2FD6,0.13636363636363635,0.047268887707820534,0.09090909090909091,-0.005444583924461004,0.36363636363636365,0.3108362458692282,0.2727272727272727,0.20540930260466514,0.3181818181818182,0.2581227742369467,0.18181818181818182,0.09998235934010206,0.2727272727272727,0.20540930260466514
3PGF,0.04761904761904761,-0.023995119808607145,0.04761904761904761,-0.023995119808607145,0.04761904761904761,-0.023995119808607145,0.04761904761904761,-0.023995119808607145,0.04761904761904761,-0.023995119808607145,0.19047619047619044,0.1484980999476065,0.19047619047619044,0.1484980999476065
1FNS,0.5,0.40752061175088417,0.5,0.40752061175088417,0.1,-0.0909343513824287,0.5499999999999999,0.46982748214254827,0.6,0.5321343525342124,0.35000000000000003,0.22060000057589185,0.25,0.09598625979256363
4KUC,0.2,0.047939443661626883,0.5,0.42283666600423714,0.25,0.11042231405206193,0.3,0.17290518444249697,0.3,0.17290518444249697,0.4,0.29787092522336706,0.3,0.17290518444249697
3WKM,0.2,0.0495762091280581,0.45,0.36142655686906877,0.25,0.11194627867626024,0.3,0.17431634822446238,0.3,0.17431634822446238,0.3,0.17431634822446238,0.3,0.17431634822446238
5JHL,0.21818181818181817,0.15425554825408588,0.0,-0.0862705801785769,0.07272727272727272,-0.006095204034355976,0.0,-0.0862705801785769,0.0,-0.0862705801785769,0.0,-0.0862705801785769,0.03636363636363636,-0.046182892106466436
1MHP,0.2222222222222222,0.16130496176233874,0.0,-0.0842423539174232,0.07407407407407407,-0.0023932486908358865,0.0,-0.0842423539174232,0.0,-0.0842423539174232,0.0,-0.0842423539174232,0.037037037037037035,-0.043317801304129544
5C0N,0.23333333333333334,0.1604028710967857,0.0,-0.09594190420742321,0.06666666666666667,-0.0227005398347921,0.0,-0.09594190420742321,0.0,-0.09594190420742321,0.0,-0.09594190420742321,0.03333333333333333,-0.05932122202110766
4XAK,0.24390243902439024,0.02873761349366255,0.2926829268292683,0.09168667162263766,0.3414634146341463,0.15463572975161277,0.2926829268292683,0.09168667162263766,0.2926829268292683,0.09168667162263766,0.24390243902439024,0.02873761349366255,0.1951219512195122,-0.03421144463531256
1BVK,0.3076923076923077,0.26136869685822695,0.2692307692307692,0.2185276215463483,0.5384615384615384,0.5184151487294988,0.4615384615384615,0.4327329981057415,0.4615384615384615,0.4327329981057415,0.38461538461538464,0.3470508474819842,0.3076923076923077,0.26136869685822695
5HYS,0.2285714285714286,0.13933586695916986,0.2285714285714286,0.13933586695916986,0.34285714285714286,0.2819892545602247,0.34285714285714286,0.2819892545602247,0.34285714285714286,0.2819892545602247,0.34285714285714286,0.2819892545602247,0.28571428571428575,0.21066256075969728
4IJ3,0.32432432432432434,0.23413501391530572,0.21621621621621623,0.10124757358499707,0.5405405405405406,0.49990989457592305,0.48648648648648646,0.43346617441076873,0.43243243243243246,0.3670224542456144,0.32432432432432434,0.23413501391530572,0.2702702702702703,0.1676912937501514
1NCA,0.20833333333333334,0.10148549111645488,0.08333333333333333,-0.04200236833288683,0.041666666666666664,-0.08983165481600074,0.08333333333333333,-0.04200236833288683,0.08333333333333333,-0.04200236833288683,0.041666666666666664,-0.08983165481600074,0.20833333333333334,0.10148549111645488
5F9W,0.045454545454545456,-0.02707920408297047,0.13636363636363638,0.0789492288052801,0.18181818181818182,0.1319634452494054,0.18181818181818182,0.1319634452494054,0.13636363636363638,0.0789492288052801,0.09090909090909091,0.025935012361154818,0.09090909090909091,0.025935012361154818
4CNI,0.04761904761904762,-0.0445308706164174,0.09523809523809525,0.012684551024070411,0.0,-0.10174629225690522,0.0,-0.10174629225690522,0.0,-0.10174629225690522,0.0,-0.10174629225690522,0.04761904761904762,-0.0445308706164174
5H35,0.2962962962962963,0.24202137412588653,0.1111111111111111,0.037083920228966484,0.0,-0.08587855210918555,0.07407407407407407,-0.003903570550417525,0.037037037037037035,-0.044891061329801536,0.07407407407407407,-0.003903570550417525,0.037037037037037035,-0.044891061329801536
3KR3,0.21621621621621623,0.08401478790412122,0.16216216216216217,0.016202851952937664,0.43243243243243246,0.35526253170885547,0.2702702702702703,0.15182672385530477,0.2702702702702703,0.15182672385530477,0.32432432432432434,0.21963865980648833,0.21621621621621623,0.08401478790412122
2J88,0.19047619047619047,0.21185785292168272,0.33333333333333337,0.4042024825479473,0.38095238095238093,0.46831735909003547,0.38095238095238093,0.46831735909003547,0.38095238095238093,0.46831735909003547,0.33333333333333337,0.4042024825479473,0.33333333333333337,0.4042024825479473
4PP1,0.3018867924528302,0.25056257836216556,0.11320754716981132,0.04091848557930526,0.11320754716981132,0.04091848557930526,0.1509433962264151,0.08284730413587732,0.1509433962264151,0.08284730413587732,0.03773584905660377,-0.04293915153383886,0.03773584905660377,-0.04293915153383886
3L5W,0.03773584905660377,-0.011199068804113057,0.07547169811320754,0.031569028597421056,0.1509433962264151,0.11710522340048929,0.07547169811320754,0.031569028597421056,0.07547169811320754,0.031569028597421056,0.11320754716981131,0.07433712599895517,0.03773584905660377,-0.011199068804113057
4RWY,0.32653061224489793,0.2956396670005196,0.20408163265306123,0.15695629922398435,0.5306122448979592,0.5267786132947451,0.40816326530612246,0.3880952455182098,0.3673469387755102,0.3418674562593647,0.2857142857142857,0.24941187774167453,0.24489795918367344,0.20318408848282943
5KVE,0.044444444444444446,-0.18620557086156966,0.1333333333333333,-0.07496587917803454,0.08888888888888889,-0.13058572501980212,0.08888888888888889,-0.13058572501980212,0.08888888888888889,-0.13058572501980212,0.17777777777777778,-0.019346033336266978,0.17777777777777778,-0.019346033336266978
4D3C,0.09756097560975609,-0.09004924453986149,0.19512195121951217,0.03178208630818641,0.19512195121951217,0.03178208630818641,0.14634146341463414,-0.02913357911583754,0.14634146341463414,-0.02913357911583754,0.14634146341463414,-0.02913357911583754,0.14634146341463414,-0.02913357911583754
5L6Y,0.15,-0.016329931618554522,0.2,0.04626813958590448,0.25,0.10886621079036347,0.2,0.04626813958590448,0.2,0.04626813958590448,0.15,-0.016329931618554522,0.15,-0.016329931618554522
5B3J,0.08888888888888889,-0.13058572501980212,0.0,-0.24182541670333724,0.08888888888888889,-0.13058572501980212,0.044444444444444446,-0.18620557086156966,0.044444444444444446,-0.18620557086156966,0.0,-0.24182541670333724,0.0,-0.24182541670333724
1WEJ,0.0,-0.08528028654224418,0.0,-0.08528028654224418,0.0,-0.08528028654224418,0.0,-0.08528028654224418,0.0,-0.08528028654224418,0.0,-0.08528028654224418,0.0,-0.08528028654224418
2JEL,0.2777777777777778,0.22816609348055633,0.33333333333333337,0.2990432203915377,0.5,0.5116746011244817,0.3888888888888889,0.369920347302519,0.3888888888888889,0.369920347302519,0.4444444444444444,0.44079747421350035,0.3888888888888889,0.369920347302519
4H8W,0.2285714285714286,0.12143973102082634,0.1142857142857143,-0.02454632861059256,0.34285714285714286,0.2674257906522452,0.2285714285714286,0.12143973102082634,0.2285714285714286,0.12143973102082634,0.2285714285714286,0.12143973102082634,0.17142857142857143,0.04844670120511689
2EIZ,0.32432432432432434,0.22089388896085108,0.3783783783783784,0.28858717751336993,0.32432432432432434,0.22089388896085108,0.43243243243243246,0.3562804660658888,0.43243243243243246,0.3562804660658888,0.3783783783783784,0.28858717751336993,0.43243243243243246,0.3562804660658888
4QTI,0.43243243243243246,0.3951237189995891,0.21621621621621623,0.13111728791914615,0.3783783783783784,0.3291221112294784,0.3783783783783784,0.3291221112294784,0.3783783783783784,0.3291221112294784,0.32432432432432434,0.2631205034593676,0.2702702702702703,0.1971188956892569
3HMX,0.18181818181818185,0.0498043684558999,0.3181818181818182,0.2120243114265453,0.18181818181818185,0.0498043684558999,0.2272727272727273,0.10387768277944837,0.2272727272727273,0.10387768277944837,0.3636363636363637,0.26609762575009377,0.27272727272727276,0.15795099710299684
5I9Q,0.43243243243243246,0.39757242762499034,0.3783783783783784,0.33187912949811427,0.43243243243243246,0.39757242762499034,0.3783783783783784,0.33187912949811427,0.43243243243243246,0.39757242762499034,0.43243243243243246,0.39757242762499034,0.43243243243243246,0.39757242762499034
4L5F,0.13636363636363635,0.0731966205620412,0.36363636363636365,0.34740067901426985,0.3181818181818182,0.2925598673238241,0.4090909090909091,0.4022414907047156,0.45454545454545453,0.4570823023951613,0.2727272727272727,0.2377190556333784,0.2727272727272727,0.2377190556333784
3LIZ,0.052631578947368425,-0.12766212847833552,0.0,-0.19321835661585918,0.0,-0.19321835661585918,0.0,-0.19321835661585918,0.0,-0.19321835661585918,0.0,-0.19321835661585918,0.0,-0.19321835661585918
5C7X,0.3125,0.27929746771443903,0.125,0.026599758829946574,0.0,-0.14186538042638175,0.125,0.026599758829946574,0.0625,-0.05763281079821758,0.0625,-0.05763281079821758,0.0625,-0.05763281079821758
1E6J,0.23255813953488372,0.057735026918962574,0.04651162790697675,-0.17320508075688773,0.0,-0.2309401076758503,0.04651162790697675,-0.17320508075688773,0.0,-0.2309401076758503,0.0,-0.2309401076758503,0.0,-0.2309401076758503
3SE9,0.23076923076923075,0.12558376904013308,0.03846153846153846,-0.09398262454310613,0.0,-0.13789590325975398,0.0,-0.13789590325975398,0.0,-0.13789590325975398,0.0,-0.13789590325975398,0.03846153846153846,-0.09398262454310613
